organ##field##is
5852##14.1.2.9.##1
19724##14.1.2.1.##1
24596##14.1.2.1.##1
23318##14.1.3.3.11.##1
6690##6.1.6.##1
14579##11.##1
10256##6.##1
22509##14.1.4.2.6.##1
3155##14.1.1.##1
15018##14.1.1.##1
18679##4.1.3.5.##1
24841##14.1.2.9.##1
20436##14.1.3.3.11.##1
18679##14.1.2.9.##1
22509##14.1.4.##1
14754##14.1.4.##1
11613##14.1.1.4.10.##1
20346##10.1.1.3.##1
24841##14.1.2.10.3.##1
18679##4.1.3.5.##1
10256##14.1.2.##1
5852##5.1.1.3.##1
913##12.1.5.2.##1
884##7.1.7.##1
10727##2.1.1.15.14.##1
3155##14.1.2.##1
22287##14.1.2.9.##1
10596##14.1.4.3.6.##1
22287##14.1.4.5.4.##1
18664##14.1.1.5.14.##1
28236##14.1.1.5.14.##1
18679##4.1.3.5.##1
17760##14.1.2.5.##1
10727##2.1.1.15.14.##1
1456##2.1.1.15.14.##1
10256##14.1.2.10.3.##1
24841##14.1.2.10.3.##1
6149##2.1.1.14.8.1.6.##1
17338##14.1.2.9.##1
28433##14.1.2.12.5.##1
18679##4.1.3.5.##1
18679##14.1.1.4.10.##1
8106##14.1.2.9.##1
24841##14.1.2.9.##1
22509##14.1.4.##1
10876##14.1.4.3.6.##1
17084##14.1.4.3.6.##1
10727##2.1.1.15.14.##1
5852##14.1.3.3.##1
10596##14.1.4.3.6.##1
24841##14.1.2.9.##1
1673##2.1.1.14.10.14.##1
16345##2.1.1.14.10.14.##1
10993##2.1.1.14.10.14.##1
23592##2.1.1.14.10.14.##1
22287##4.1.4.17.11.##1
22509##14.1.4.3.6.##1
18065##14.1.2.3.4.##1
10727##2.1.1.15.14.##1
24970##2.1.1.15.14.##1
884##2.1.1.15.14.##1
17084##14.1.4.3.6.##1
18679##4.1.3.5.##1
9171##14.1.2.##1
5852##14.1.2.##1
1804##2.1.1.14.8.3.4.##1
29335##14.1.3.5.4.##1
22468##14.1.3.5.4.##1
8780##14.1.3.3.11.##1
24740##14.1.3.3.11.##1
11714##14.1.4.3.6.##1
1398##14.1.4.3.6.##1
1897##8.1.4.1.##1
18277##11.##1
3155##14.1.1.##1
15018##14.1.1.##1
18679##4.1.3.5.##1
10727##2.1.1.15.14.##1
22287##14.1.2.9.##1
18679##14.1.2.##1
10256##14.1.2.##1
9171##14.1.2.##1
17246##6.1.5.4.##1
3155##14.1.1.##1
15018##14.1.1.##1
4113##11.##1
2225##11.##1
1794##12.1.11.10.##1
11367##14.1.1.7.3.##1
22509##14.1.2.3.4.##1
17338##14.1.2.3.4.##1
22806##9.##1
24740##4.1.4.9.##1
3155##14.1.1.##1
15018##14.1.1.##1
19019##14.1.2.4.3.##1
11714##14.1.4.3.6.##1
14579##5.1.1.13.##1
16345##2.1.1.14.10.14.##1
4702##14.1.3.##1
18277##14.1.1.5.14.##1
24970##14.1.6.1.3.##1
18679##5.1.3.6.##1
4702##14.1.3.##1
17336##14.1.3.3.11.##1
18679##4.1.3.5.##1
11797##14.1.1.6.6.##1
8780##14.1.3.3.11.##1
10727##2.1.1.15.14.##1
18679##4.1.3.5.##1
18333##5.1.1.14.##1
18679##4.1.3.5.##1
1673##14.1.1.5.14.##1
22468##14.1.3.3.11.##1
18679##4.1.3.5.##1
7379##14.1.2.##1
18679##4.1.3.5.##1
4702##14.1.3.##1
710##14.1.1.5.14.##1
8780##14.1.3.3.11.##1
23086##14.1.3.5.4.##1
4247##14.1.2.9.##1
24740##14.1.2.8.15.##1
8838##5.1.1.3.##1
14998##4.1.3.3.##1
19019##14.1.2.3.4.##1
17338##14.1.4.1.7.##1
6056##6.1.7.4.##1
18679##4.1.3.5.##1
22287##6.##1
11967##14.1.2.5.##1
22852##14.1.4.1.7.##1
10727##2.1.1.15.14.##1
4111##6.1.5.3.##1
22509##14.1.2.3.4.##1
10727##2.1.1.15.14.##1
15209##2.1.1.15.14.##1
22509##14.1.1.6.5.##1
1673##14.1.2.8.18.##1
18679##10.1.4.##1
22480##10.1.4.##1
18679##4.1.3.5.##1
3155##14.1.1.##1
15018##14.1.1.##1
17760##14.1.2.5.##1
4113##14.1.4.2.6.##1
4325##14.1.2.3.4.##1
10727##2.1.1.15.14.##1
7798##14.1.4.2.6.##1
17336##12.1.5.2.##1
22509##14.1.2.5.##1
18679##4.1.3.5.##1
19019##4.1.4.9.##1
1609##14.1.1.2.6.##1
1673##14.1.2.10.8.##1
10256##14.1.2.9.##1
18851##10.1.2.2.##1
22509##14.1.2.5.##1
23434##14.1.1.5.14.##1
9517##14.1.1.5.14.##1
3155##14.1.2.##1
6613##8.##1
3844##2.1.1.15.14.##1
10727##2.1.1.15.14.##1
9171##14.1.2.##1
5852##14.1.2.##1
10727##6.##1
11714##14.1.4.##1
1398##14.1.4.##1
10256##14.1.2.9.##1
16345##2.1.1.14.10.14.##1
3146##14.1.3.5.9.##1
18679##4.1.3.5.##1
1884##8.1.7.2.##1
28248##14.1.4.2.6.##1
22509##14.1.4.2.6.##1
18679##4.1.3.5.##1
22287##4.1.3.5.##1
8424##14.1.1.4.10.##1
17246##5.1.1.13.##1
3155##14.1.1.##1
15018##14.1.1.##1
24596##14.1.2.1.##1
7730##14.1.3.3.11.##1
18275##14.1.4.##1
18679##4.1.3.5.##1
14579##14.1.1.5.14.##1
18679##10.1.4.2.##1
23589##14.1.1.6.6.##1
16345##14.1.4.##1
22468##14.1.1.5.14.##1
10727##14.1.3.1.##1
18275##14.1.3.1.##1
29335##14.1.3.1.##1
19047##14.1.3.1.##1
4111##14.1.3.6.2.##1
11616##12.1.11.11.##1
6700##14.1.2.3.4.##1
10256##14.1.2.9.##1
18679##4.1.3.5.##1
24841##14.1.2.9.##1
8424##2.1.4.10.##1
20018##10.1.4.2.##1
18679##4.1.3.5.##1
710##11.1.1.3.##1
6904##10.1.4.6.1.##1
1673##14.1.2.5.##1
10727##2.1.1.15.14.##1
3158##10.1.3.6.##1
22287##14.1.1.4.4.##1
8423##14.1.3.3.6.##1
8424##14.1.3.3.6.##1
24841##4.1.3.5.##1
18679##4.1.3.5.##1
18679##4.1.3.5.##1
8423##14.1.3.3.6.##1
18275##4.1.4.17.42.##1
11582##14.1.4.##1
10067##14.1.1.5.8.##1
20679##14.1.2.3.4.##1
16345##2.1.1.14.10.14.##1
23434##14.1.3.3.12.##1
18679##4.1.3.5.##1
22287##8.1.6.2.##1
10727##2.1.1.15.14.##1
7377##4.1.3.5.##1
18679##4.1.3.5.##1
913##12.1.5.2.##1
15209##14.1.2.9.##1
10256##14.1.2.9.##1
8424##14.1.1.2.1.##1
20454##14.1.2.3.4.##1
2225##14.1.4.##1
15209##7.1.4.5.##1
3156##7.1.4.##1
5912##11.##1
5852##14.1.1.5.14.##1
7848##14.1.4.1.7.##1
4111##14.1.2.##1
22248##4.1.4.17.40.##1
18117##14.1.1.5.14.##1
11687##14.1.4.1.7.##1
16033##14.1.2.##1
10876##14.1.2.9.2.##1
11714##14.1.2.9.##1
1398##14.1.2.9.##1
18679##14.1.2.9.##1
17338##14.1.2.##1
3155##14.1.1.##1
15018##14.1.1.##1
19023##14.1.4.1.7.##1
6613##14.1.2.##1
18679##4.1.3.5.##1
17246##14.1.1.5.8.##1
18679##4.1.3.5.##1
10876##14.1.4.3.6.##1
17084##14.1.4.3.6.##1
10256##14.1.2.9.##1
25101##2.1.1.15.14.##1
10727##2.1.1.15.14.##1
5852##2.1.1.15.14.##1
23203##14.1.2.##1
10256##14.1.2.9.##1
22287##14.1.2.9.##1
10876##14.1.2.9.2.##1
6673##8.1.4.1.##1
23053##8.1.4.1.##1
3146##14.1.3.5.9.##1
22287##14.1.2.##1
18679##5.1.1.13.##1
24841##14.1.2.##1
24841##14.1.2.9.##1
23589##14.1.1.6.6.##1
18277##14.1.1.5.14.##1
10727##2.1.1.15.14.##1
18679##4.1.3.5.##1
3155##14.1.2.##1
24742##14.1.2.9.##1
22287##14.1.2.9.##1
18679##4.1.3.5.##1
10727##2.1.1.14.8.1.6.##1
19019##4.1.4.9.##1
16033##14.1.4.3.6.##1
17040##4.1.3.26.##1
9171##14.1.2.##1
5852##14.1.2.##1
10727##2.1.1.15.14.##1
11714##14.1.2.5.##1
24841##14.1.2.##1
6673##14.1.2.5.##1
5852##14.1.2.3.4.##1
18679##10.1.4.6.1.##1
1673##14.1.4.2.6.##1
17246##2.1.1.15.14.##1
15209##2.1.1.15.14.##1
5852##2.1.1.15.14.##1
10727##2.1.1.15.14.##1
8424##14.1.1.5.1.##1
3780##14.1.2.3.4.##1
8424##14.1.4.2.6.##1
22852##14.1.4.1.7.##1
16345##14.1.4.##1
10993##14.1.4.##1
23592##14.1.4.##1
15209##14.1.2.9.##1
5852##14.1.2.9.##1
10256##14.1.2.10.3.##1
23589##14.1.1.6.6.##1
22509##14.1.4.3.6.##1
3156##7.1.4.##1
3844##14.1.1.3.4.##1
9171##14.1.2.##1
11687##14.1.4.1.7.##1
18333##14.1.2.3.4.##1
18275##14.1.2.3.4.##1
4113##14.1.2.3.4.##1
5135##8.1.4.1.##1
14998##14.1.4.5.5.##1
3155##14.1.1.##1
15018##14.1.1.##1
22806##9.##1
10727##2.1.1.15.14.##1
18480##2.1.1.15.14.##1
27973##2.1.1.15.14.##1
19019##4.1.4.17.11.##1
17336##14.1.3.3.6.##1
22806##9.##1
19047##14.1.3.1.##1
18333##14.1.1.3.4.##1
7848##14.1.4.2.6.##1
10727##2.1.1.15.14.##1
3844##14.1.3.3.11.##1
22287##14.1.2.9.##1
10727##2.1.1.15.14.##1
10727##2.1.1.15.14.##1
18275##2.1.1.15.14.##1
18679##4.1.3.5.##1
3155##14.1.2.##1
10727##2.1.1.15.14.##1
1794##5.1.3.5.##1
24930##14.1.4.##1
21866##14.1.2.2.4.##1
6613##14.1.2.2.4.##1
17338##14.1.3.1.10.##1
10727##2.1.1.15.14.##1
18679##4.1.3.5.##1
3156##12.1.11.9.##1
23171##12.1.11.9.##1
2478##14.1.2.3.4.##1
1858##14.1.2.3.4.##1
23592##14.1.1.5.14.##1
8423##14.1.3.3.6.##1
17338##2.1.1.14.10.16.##1
17246##2.1.1.14.10.16.##1
18679##4.1.3.5.##1
20437##4.1.3.5.##1
18679##4.1.3.5.##1
6670##14.1.2.##1
10727##2.1.1.15.14.##1
15713##2.1.1.5.1.##1
3155##14.1.3.4.2.##1
23592##14.1.3.4.2.##1
10727##12.1.10.11.##1
15209##14.1.1.2.6.##1
22248##14.1.4.3.6.##1
11613##12.1.11.10.##1
5852##7.1.1.1.##1
16345##7.1.1.1.##1
10727##2.1.1.15.14.##1
24930##14.1.3.5.9.##1
3146##14.1.3.5.9.##1
10256##14.1.1.2.6.##1
29335##14.1.2.8.15.##1
16345##2.1.1.14.10.14.##1
19019##14.1.3.3.11.##1
15673##14.1.2.10.8.##1
1673##14.1.2.10.8.##1
23434##12.1.5.2.##1
16345##2.1.1.14.10.14.##1
3155##14.1.3.##1
2478##14.1.3.##1
15018##14.1.3.##1
4702##14.1.3.##1
22287##2.##1
3155##14.1.2.##1
28236##14.1.2.##1
7848##14.1.1.5.14.##1
23301##14.1.1.5.14.##1
4325##2.1.1.14.8.1.6.##1
19019##2.1.1.14.8.1.6.##1
7798##14.1.3.7.4.##1
3155##14.1.3.7.4.##1
15018##14.1.3.7.4.##1
3155##14.1.1.5.14.##1
3146##14.1.3.5.9.##1
23592##14.1.3.5.9.##1
19682##14.1.1.5.14.##1
16345##2.1.1.14.10.14.##1
18679##4.1.3.5.##1
8780##14.1.3.3.11.##1
18679##4.1.3.5.##1
10256##14.1.2.9.##1
24841##14.1.2.9.##1
1794##14.1.1.5.14.##1
19019##14.1.3.4.2.##1
16345##14.1.3.5.4.##1
4702##14.1.3.5.4.##1
5852##14.1.2.2.13.##1
22272##14.1.2.2.13.##1
10725##8.1.4.1.##1
18679##10.1.4.2.##1
6613##10.1.3.6.##1
15018##14.1.4.##1
15661##14.1.4.##1
15211##14.1.2.3.4.##1
18679##4.1.3.5.##1
6690##14.1.2.3.4.##1
5632##14.1.3.3.11.##1
16345##2.1.1.14.10.14.##1
15667##14.1.3.7.4.##1
3155##14.1.3.7.4.##1
15018##14.1.3.7.4.##1
7798##14.1.3.7.4.##1
9171##14.1.2.10.3.##1
3146##14.1.3.7.4.##1
1794##14.1.3.7.4.##1
23434##12.1.11.10.##1
3156##7.1.4.##1
10727##2.1.1.15.14.##1
18333##2.1.1.15.14.##1
10596##4.1.4.9.##1
3155##14.1.4.##1
15018##14.1.4.##1
1673##14.1.2.13.##1
3155##14.1.2.##1
15018##14.1.2.##1
21844##14.1.1.5.14.##1
11367##14.1.1.2.6.##1
3155##14.1.1.##1
15018##14.1.1.##1
22287##14.1.2.9.##1
15209##14.1.2.5.##1
7798##14.1.4.1.7.##1
18679##4.1.3.5.##1
18679##12.1.7.2.##1
15661##14.1.3.7.1.##1
18117##4.1.4.17.45.##1
24930##14.1.3.7.4.##1
7798##14.1.4.##1
28248##14.1.4.3.6.##1
17338##14.1.3.1.13.##1
23592##14.1.3.4.2.##1
725##14.1.5.1.4.##1
3146##14.1.3.5.9.##1
3146##14.1.3.5.9.##1
3155##14.1.2.##1
22248##4.1.4.17.40.##1
7848##14.1.4.2.6.##1
24930##14.1.4.##1
1833##4.1.4.17.40.##1
15209##14.1.4.1.7.##1
5367##14.1.1.5.14.##1
10727##2.1.1.15.14.##1
7848##14.1.4.2.6.##1
18679##4.1.3.5.##1
18679##14.1.1.5.9.##1
15212##14.1.1.5.10.##1
1804##14.1.1.2.##1
19682##14.1.1.2.##1
22806##9.##1
28248##9.##1
18275##7.1.1.1.##1
10727##7.1.1.1.##1
4700##7.1.1.1.##1
19022##14.1.1.5.14.##1
18067##14.1.1.5.14.##1
18679##4.1.3.5.##1
4702##14.1.3.6.2.##1
16345##2.1.1.14.10.14.##1
3146##14.1.3.5.9.##1
16345##4.1.4.17.40.##1
9697##14.1.1.5.14.##1
7798##12.1.11.7.##1
28248##10.1.1.4.##1
3146##14.1.3.5.9.##1
15130##14.1.1.5.8.##1
18679##4.1.3.5.##1
10067##14.1.1.5.14.##1
8780##14.1.3.3.11.##1
3844##14.1.3.3.11.##1
8308##14.1.3.3.11.##1
17338##14.1.3.3.11.##1
22287##10.1.4.2.##1
18679##4.1.3.5.##1
11613##8.1.7.1.##1
17338##10.1.4.2.##1
19019##10.1.4.2.##1
16345##14.1.1.5.14.##1
22287##14.1.3.5.9.##1
3146##14.1.3.5.9.##1
10727##2.1.1.15.14.##1
18700##12.1.5.2.##1
17988##12.1.5.2.##1
23589##14.1.1.5.9.##1
22287##14.1.4.2.6.##1
1794##14.1.1.5.14.##1
15661##14.1.3.4.2.##1
18679##4.1.3.5.##1
18679##14.1.1.5.14.##1
10727##6.##1
16345##2.1.1.14.10.14.##1
10993##14.1.1.5.14.##1
5852##14.1.2.##1
4123##14.1.3.1.13.##1
10067##6.##1
10727##2.1.1.15.14.##1
17246##2.1.1.15.14.##1
10727##2.1.1.15.14.##1
8424##14.1.2.3.4.##1
8780##14.1.3.3.11.##1
3155##14.1.4.##1
15018##14.1.4.##1
7798##14.1.4.##1
14998##14.1.2.12.5.##1
11367##6.##1
23975##14.1.1.2.6.##1
12967##14.1.1.2.6.##1
10993##14.1.1.5.14.##1
24930##14.1.1.4.10.##1
11369##4.1.4.1.5.##1
10993##4.1.3.5.##1
1373##4.1.3.5.##1
18679##4.1.3.5.##1
4702##14.1.3.##1
24742##4.1.3.3.##1
9114##14.1.4.##1
7798##14.1.4.##1
16345##2.1.1.14.10.14.##1
10993##2.1.1.14.10.14.##1
23592##2.1.1.14.10.14.##1
17338##14.1.4.##1
10993##4.1.3.5.##1
4702##4.1.3.5.##1
18679##4.1.3.5.##1
3146##14.1.3.5.9.##1
16345##2.1.1.14.10.14.##1
23975##2.1.1.14.10.14.##1
10242##14.1.3.3.11.##1
3155##14.1.2.##1
24930##14.1.3.3.11.##1
4702##14.1.3.##1
23592##14.1.3.7.4.##1
3146##14.1.3.5.9.##1
4111##6.1.5.3.##1
17246##1.1.1.3.1.##1
7375##4.1.3.26.##1
1673##14.1.4.2.6.##1
16345##2.1.1.14.10.14.##1
10993##2.1.1.14.10.14.##1
4111##2.1.1.14.10.14.##1
3146##14.1.3.5.9.##1
22509##14.1.4.3.6.##1
6613##6.##1
24742##7.1.5.7.##1
18664##14.1.2.3.4.##1
1794##14.1.2.3.4.##1
15661##14.1.2.3.4.##1
3155##14.1.2.##1
15018##14.1.2.##1
24740##8.1.4.1.##1
9119##14.1.3.3.11.##1
29335##14.1.2.##1
3155##14.1.2.##1
18719##12.1.11.7.##1
3155##14.1.1.5.9.##1
21148##8.1.7.2.##1
6056##14.1.6.5.2.##1
10727##2.1.1.15.14.##1
10727##2.1.1.15.14.##1
17246##2.1.1.15.14.##1
15209##2.1.1.15.14.##1
18275##14.1.1.5.14.##1
8423##14.1.1.5.14.##1
14982##8.##1
16345##2.1.1.14.10.14.##1
17246##2.1.1.14.10.14.##1
18679##4.1.3.5.##1
22287##4.1.3.5.##1
14579##4.1.3.5.##1
23975##14.1.1.4.10.##1
18679##4.1.3.5.##1
11745##14.1.1.6.8.##1
18679##4.1.3.5.##1
23434##14.1.1.5.14.##1
18679##4.1.3.5.##1
7375##4.1.3.5.##1
22287##5.1.3.6.##1
18065##14.1.1.5.10.##1
22480##4.1.3.26.##1
5073##12.1.7.##1
4325##12.1.7.##1
19416##6.##1
8780##14.1.3.3.11.##1
24930##14.1.3.7.4.##1
2197##12.1.5.2.##1
24930##12.1.5.2.##1
18679##4.1.3.5.##1
18679##4.1.3.5.##1
20425##12.1.11.9.##1
10727##2.1.1.15.14.##1
19047##14.1.3.1.##1
6690##6.1.6.##1
5852##8.1.4.1.##1
10727##2.1.1.15.14.##1
18275##14.1.3.5.9.##1
3146##14.1.3.5.9.##1
18333##8.1.4.1.##1
5852##8.1.4.1.##1
24740##6.1.5.3.##1
18333##6.1.7.4.##1
3146##14.1.3.5.9.##1
11367##14.1.1.2.6.##1
7848##14.1.4.2.6.##1
8780##14.1.3.3.11.##1
18679##4.1.3.5.##1
18119##14.1.3.4.##1
10187##14.1.1.5.14.##1
3146##14.1.3.5.9.##1
3155##14.1.3.5.9.##1
18275##6.1.5.4.##1
1433##6.1.5.4.##1
11367##14.1.1.4.14.##1
17338##10.1.4.2.##1
18679##4.1.3.5.##1
5852##6.1.7.4.##1
3156##8.1.4.1.##1
5135##4.1.4.9.##1
29335##4.1.4.9.##1
6613##8.##1
17338##14.1.2.3.4.##1
2478##14.1.1.5.14.##1
18679##14.1.1.4.10.##1
16345##2.1.1.14.10.14.##1
18679##4.1.3.5.##1
10331##4.1.3.5.##1
18119##14.1.3.4.##1
23434##14.1.3.4.##1
7798##14.1.3.4.2.##1
10993##14.1.3.4.2.##1
4325##14.1.2.3.4.##1
3146##14.1.1.1.7.##1
7472##14.1.3.5.9.##1
3146##14.1.3.5.9.##1
10993##14.1.3.5.9.##1
15018##14.1.3.5.9.##1
18679##4.1.3.5.##1
18679##4.1.3.5.##1
10727##14.1.2.8.19.##1
3155##14.1.2.##1
15018##14.1.2.##1
2478##14.1.1.5.14.##1
3155##12.1.11.9.##1
1804##14.1.1.2.##1
1794##8.1.7.2.##1
4111##14.1.3.7.2.##1
4113##14.1.3.7.2.##1
13365##8.1.7.2.##1
17338##14.1.1.5.9.##1
16093##4.1.3.26.##1
18679##4.1.3.5.##1
1833##14.1.1.1.7.##1
28433##14.1.2.12.5.##1
17075##14.1.2.3.4.##1
3156##7.1.4.##1
18679##4.1.3.5.##1
20425##12.1.5.2.##1
11363##10.1.4.6.1.##1
24930##14.1.3.5.9.##1
3146##14.1.3.5.9.##1
3155##14.1.3.5.9.##1
10993##14.1.3.5.9.##1
17988##14.1.3.##1
4702##14.1.3.##1
3155##14.1.3.##1
15018##14.1.3.##1
4111##14.1.3.7.2.##1
17336##4.1.4.9.##1
17336##8.1.4.1.##1
17336##14.1.2.12.5.##1
11745##14.1.2.12.5.##1
29335##14.1.3.5.9.##1
18119##14.1.3.5.9.##1
3146##14.1.3.5.9.##1
6097##12.1.5.2.##1
24742##14.1.2.3.4.##1
17246##2.1.1.14.8.1.6.##1
4111##2.1.1.14.8.1.6.##1
8780##14.1.3.3.11.##1
913##12.1.5.2.##1
8780##14.1.3.3.11.##1
6690##14.1.3.3.11.##1
29335##14.1.3.3.11.##1
17338##14.1.3.3.11.##1
17336##14.1.2.3.4.##1
17336##14.1.2.12.5.##1
17246##4.1.3.5.##1
18679##4.1.3.5.##1
3146##14.1.3.5.9.##1
18711##12.1.5.2.##1
18679##4.1.3.5.##1
17760##12.1.9.##1
17338##14.1.1.5.14.##1
7848##14.1.4.2.6.##1
7798##14.1.4.##1
5852##14.1.1.2.6.##1
1804##14.1.1.2.##1
10725##14.1.1.5.10.##1
22509##14.1.4.2.1.##1
23589##14.1.1.6.6.##1
5135##2.1.1.14.10.14.##1
16345##2.1.1.14.10.14.##1
18197##14.1.1.5.14.##1
4325##14.1.3.3.11.##1
10725##14.1.3.3.11.##1
4111##14.1.3.3.11.##1
16345##2.1.1.14.10.14.##1
10993##2.1.1.14.10.14.##1
23592##2.1.1.14.10.14.##1
4111##14.1.4.##1
18679##4.1.3.5.##1
7676##12.1.9.1.##1
5852##14.1.3.6.4.##1
1673##5.1.1.13.##1
16345##2.1.1.14.10.14.##1
8424##4.1.4.9.##1
11367##14.1.1.5.9.##1
16345##14.1.4.##1
10993##14.1.4.##1
23592##14.1.4.##1
14240##12.1.5.2.##1
8424##4.1.4.17.45.##1
9119##14.1.2.3.4.##1
17071##12.1.5.2.##1
16345##14.1.1.5.14.##1
3155##14.1.4.##1
22287##14.1.1.4.2.##1
20018##14.1.3.7.1.##1
3146##14.1.3.7.1.##1
24930##14.1.3.7.1.##1
23434##12.1.1.6.##1
13585##12.1.1.6.##1
17246##8.1.4.1.##1
15661##14.1.4.##1
4111##6.1.5.3.##1
18679##4.1.3.5.##1
10727##2.1.1.15.14.##1
16345##2.1.1.14.10.14.##1
8423##14.1.4.5.5.##1
18679##14.1.1.2.6.##1
7425##14.1.2.3.4.##1
10727##2.1.1.15.14.##1
3146##14.1.3.5.9.##1
16345##2.1.1.14.10.14.##1
10993##2.1.1.14.10.14.##1
23592##2.1.1.14.10.14.##1
18679##4.1.3.5.##1
3844##14.1.3.##1
4702##14.1.3.##1
7379##14.1.1.2.6.##1
16345##14.1.3.##1
4702##14.1.3.##1
7798##14.1.4.##1
16345##14.1.4.##1
10993##14.1.4.##1
23592##14.1.4.##1
5852##14.1.2.##1
22248##8.1.4.1.##1
22257##8.1.4.1.##1
20231##12.1.5.2.##1
20086##12.1.5.2.##1
15661##14.1.1.5.14.##1
1673##14.1.4.1.7.##1
24930##14.1.3.4.2.##1
8780##14.1.3.3.11.##1
8424##14.1.1.4.10.##1
17336##12.1.11.11.##1
15622##4.1.4.9.##1
18679##4.1.3.14.##1
17711##14.1.1.2.6.##1
10727##2.1.1.15.14.##1
4111##2.1.1.15.14.##1
8789##14.1.1.5.14.##1
22806##9.##1
11369##9.##1
4702##14.1.3.##1
4700##14.1.3.##1
14579##14.1.3.##1
22806##9.##1
7386##2.1.1.14.10.14.##1
16345##2.1.1.14.10.14.##1
28433##14.1.2.3.4.##1
23434##14.1.2.3.4.##1
4150##14.1.2.3.4.##1
18067##14.1.2.3.4.##1
17988##12.1.5.2.##1
7798##14.1.3.4.2.##1
3146##14.1.3.4.2.##1
29335##14.1.2.3.4.##1
15209##14.1.2.3.4.##1
17988##14.1.1.5.14.##1
22480##14.1.1.6.8.##1
17338##14.1.3.2.##1
18719##12.1.11.11.##1
18679##10.1.4.7.##1
24930##12.1.9.1.##1
20018##14.1.3.3.11.##1
22272##14.1.1.5.9.##1
23592##14.1.4.1.7.##1
6613##8.1.7.2.##1
16345##14.1.4.##1
22480##4.1.3.26.##1
18679##4.1.3.5.##1
29335##12.1.5.2.##1
10727##2.1.1.15.14.##1
7798##14.1.4.3.6.##1
25193##12.1.5.2.##1
5086##12.1.5.2.##1
22852##14.1.4.1.7.##1
18679##14.1.1.4.5.##1
19673##14.1.1.5.14.##1
3155##14.1.2.##1
15018##14.1.2.##1
2478##14.1.1.5.14.##1
4111##14.1.1.5.14.##1
18679##4.1.3.5.##1
10727##2.1.1.15.14.##1
8780##14.1.3.3.11.##1
6056##11.##1
17338##4.1.4.9.##1
604##4.1.4.9.##1
22287##10.1.3.2.##1
3822##4.1.3.26.##1
3146##14.1.3.5.9.##1
10993##14.1.3.5.9.##1
18679##14.1.1.5.14.##1
18719##14.1.1.5.14.##1
24930##14.1.3.7.4.##1
3146##14.1.3.7.##1
9126##11.##1
17336##11.##1
16345##2.1.1.14.10.14.##1
13870##14.1.1.4.14.##1
18679##4.1.3.5.##1
24596##14.1.2.1.##1
6613##14.1.1.4.9.##1
10727##4.1.4.17.11.##1
8424##14.1.2.##1
20450##14.1.3.3.11.##1
1794##7.1.7.##1
17336##7.1.7.##1
7375##12.1.1.8.##1
7798##14.1.2.##1
16345##2.1.1.14.10.14.##1
18679##5.1.3.6.##1
3146##14.1.3.7.1.##1
17338##8.1.4.1.##1
23799##14.1.1.4.9.##1
11363##14.1.1.7.3.##1
18679##14.1.1.7.3.##1
6149##7.1.1.1.##1
